geo_longitude,geo_latitude,altitude_pressure,climb_rate,gps_altitude,air_speed,flight_track
-23.4704,11.7727,6005.2624,2.6006,11163.6262,0.5446,443.4179
115.1805,33.1496,4640.9155,-0.07,423.899,155.3497,144.1174
64.2754,15.5309,5238.5045,-3.486,-2209.5736,66.8714,355.339
-0.088,16.7095,9697.9845,-3.2834,10553.4498,213.9397,59.5202
124.9204,43.1974,-7354.2291,6.7303,6975.4411,253.8472,378.2066
3.33,71.8667,4055.4271,-0.5229,10938.3971,15.4616,368.4438
-26.7113,62.3308,5295.9658,1.0546,944.455,194.3095,51.2014
-34.4545,22.7042,11476.3291,5.9087,7182.2154,441.4033,136.5801
46.4185,48.3598,3695.423,-0.9604,12547.2766,130.3044,244.3111
-2.6258,42.9049,-1785.1588,3.4952,7658.869,479.6804,215.7994
-36.329,24.6358,3970.7906,-6.4351,4798.4062,215.8567,48.7416
88.2986,30.0378,6553.1653,6.77,3624.2399,200.5631,142.383
-31.9057,29.7755,10458.6173,-5.3048,5938.9516,77.4483,291.6296
-49.0117,-1.7179,3381.1904,4.6949,445.8735,6.3092,192.6467
82.4235,21.4953,6096.1935,2.6824,2325.0163,379.5188,386.025
0.5841,36.1972,2114.8948,-8.1196,8351.704,243.071,76.1116
-98.845,58.3767,1440.4676,-6.882,1536.3251,46.5834,246.0297
-43.4112,19.3663,9752.7449,-1.9876,6357.4163,422.6879,85.4137
-14.1363,51.4205,4680.5891,-5.2831,-795.8859,404.9662,192.7217
92.3201,34.6438,10778.6175,-5.4651,5335.4812,169.8077,173.363
38.4247,37.755,6614.2177,12.3295,2781.0172,322.7097,393.447
-30.3634,39.6271,9904.1116,-2.6081,-4304.9291,173.585,253.6243
-33.7614,74.9326,5524.5163,10.9377,3159.1585,87.4627,102.982
71.7479,52.4494,-422.0788,-6.9177,4164.6689,85.6792,234.7707
-4.8394,4.8956,8278.8107,8.6785,7537.0567,170.4302,104.9695
85.5757,53.5694,1907.6207,-3.178,14415.212,47.5092,168.1224
16.9061,22.0862,6494.4591,-1.7694,1316.5317,79.773,275.3988
100.1508,37.6781,5668.2426,-8.721,6719.2036,158.8243,249.0497
-1.6152,12.0401,7978.4034,1.6641,8532.4211,292.164,214.591
3.488,5.4838,10465.9135,-3.5883,-3926.9122,503.5689,284.0298
49.1235,20.6722,10480.8997,-13.2152,1734.5335,26.2946,249.1133
82.0986,48.168,10843.9326,8.36,4406.6143,348.2825,238.4718
8.9015,29.9619,2571.5644,8.1482,791.3168,261.7401,367.4565
147.9875,11.9255,4963.7587,0.7411,7091.7173,9.8802,-2.0255
18.6576,44.5043,766.0029,9.4931,5259.2849,317.0875,228.421
-50.0547,38.6046,8138.355,3.8599,7011.4599,206.402,52.8086
-86.2284,57.6902,11822.1961,-0.6516,7140.5846,398.3908,137.1742
83.7578,28.6378,8669.6302,6.9471,6176.4159,10.9529,255.5473
101.7463,43.1821,11636.6165,1.5052,1267.7399,222.3036,153.1412
-109.6574,33.7921,7376.165,-4.0714,13922.9097,236.3996,152.3499
82.4929,73.2101,6302.0862,-6.9884,7508.4001,476.3023,74.5334
30.3466,27.493,4171.7577,9.4005,3784.0214,301.8901,276.5135
-22.2529,32.7931,-366.6805,-0.3907,5398.5599,251.2193,240.6566
7.5776,38.5349,4125.4633,-13.678,5582.007,261.0897,297.1206
8.9395,-5.9348,5086.1661,0.8954,6045.2947,71.7735,236.743
35.5147,62.9604,1.5684,-1.4776,12727.1506,115.73,288.8563
66.5597,5.9383,7153.9725,-11.2452,4764.6998,88.4215,94.6935
-34.286,43.1166,3869.0568,-18.1829,6525.4686,432.0026,272.9306
-34.1408,36.0941,5902.0538,-8.9717,4890.7004,197.7762,119.6656
90.0577,44.5132,8651.6301,1.2801,5653.8572,383.9038,176.0421
-76.0311,31.4671,3162.5328,-3.2796,8999.5514,357.4505,84.0282
-10.8762,13.3596,10173.5992,-10.1576,4967.5941,365.5405,46.8491
-37.4312,32.4001,5399.0541,-8.3324,-1586.1667,164.7242,14.7353
53.7837,14.9467,9507.8709,2.2248,45.5659,185.7195,205.2532
69.5964,48.8614,5591.6656,-2.3353,-1934.0409,436.5811,317.1553
-79.0782,47.9596,5301.7988,-2.4942,4923.8693,379.1287,263.7912
51.6839,35.2584,5075.3082,12.9941,9291.9285,322.2933,173.9836
-0.7947,79.9282,6946.7306,-1.6206,4526.575,441.7013,225.0075
79.8624,14.1554,-1339.9791,3.5028,4925.5775,185.0286,194.1036
91.421,66.8458,6657.6974,1.6348,-2282.2123,215.1384,2.2266
117.778,66.2112,8559.4951,7.7405,-2019.2067,78.5691,60.3516
-73.8725,62.8988,3543.1779,-2.5011,4059.6198,169.7183,225.1513
-1.3375,36.7937,5487.1545,-2.703,7419.1042,451.0362,243.2484
19.8413,45.1339,3519.5788,7.7115,5931.0237,328.9684,126.3798
63.2462,33.3328,-27.8949,5.194,8552.3838,405.4828,39.5983
-63.4224,27.4412,4779.4952,12.7801,11880.5922,300.3122,254.8827
7.566,17.0759,10564.2729,-8.3239,3067.6117,160.0984,191.5445
38.1647,35.7769,5786.9444,-2.7202,1905.9594,450.7482,267.9582
19.618,28.3251,11024.6293,5.3614,4720.3835,50.7232,136.2267
4.8805,20.5861,4363.9413,-4.3813,8096.5746,245.8108,105.6334
18.1124,5.7707,987.9165,2.5946,1039.281,182.0724,-21.8988
45.1129,11.7108,5325.5015,-12.8426,3190.0704,483.4721,67.3413
-95.7747,47.001,13625.0835,19.3469,1979.5788,313.6779,281.4606
117.7634,18.1058,4057.1883,-4.1084,1923.6408,336.5672,146.8013
-152.2302,37.0452,2746.4957,-6.7939,7535.2312,33.0513,94.9242
-37.3913,20.4069,8205.8096,-5.7283,5194.2119,383.477,256.5831
-15.8048,47.1429,10094.44,4.2672,10629.3077,428.4308,139.6643
8.5597,70.0655,11422.385,0.1448,9051.9252,394.2645,311.4831
20.9493,60.8369,9483.2228,2.5669,6253.0374,136.6376,213.0695
-89.974,41.5121,7564.9457,-1.1712,-2789.4403,45.9786,336.8072
14.253,28.9365,6514.8951,-10.5243,8358.1291,323.9693,229.4128
29.4821,55.3458,2.6833,-3.2797,-670.0395,459.7704,77.668
-6.553,65.03,9840.3077,7.5557,1269.5854,496.7308,100.2019
40.1531,-20.7568,4040.774,-2.2784,9388.8937,407.4008,61.0058
28.8566,33.0486,11204.8164,-5.2781,874.2508,315.7071,-34.0591
-17.0998,74.2507,-1671.5196,-3.4022,-2482.8828,456.2739,404.1587
-13.6668,27.5156,8433.1494,-0.9031,560.4717,78.1618,164.2323
-35.2629,14.7927,9417.2438,3.7077,11743.699,299.6213,170.3969
-35.5919,51.6808,9110.1428,3.3631,15.5701,198.1382,200.6164
31.2863,24.3234,16323.9983,3.594,6682.6749,111.8874,35.0283
-30.577,24.3961,11923.6805,-3.6716,12339.1686,386.9119,309.2138
178.863,22.8541,2471.1319,-7.0882,3184.501,49.1813,151.2806
-23.2487,51.2732,7695.6441,-0.4087,1179.3404,495.6622,224.9952
-101.8237,40.7884,-3044.4378,-2.7248,5002.4572,424.3729,227.397
-91.559,14.9319,-2618.3231,4.592,2173.3587,65.3675,192.784
54.9594,36.3433,2163.7292,-5.9207,3941.6046,436.8475,133.1198
-146.4375,85.9828,8595.957,9.7972,13279.3992,498.3119,68.4811
54.7844,25.2716,11581.4151,13.8696,-2499.4519,464.4817,44.0469
-72.2682,42.6095,6338.5772,1.2148,604.5855,208.5747,40.3038
-127.5944,0.1612,-1628.152,7.2139,2057.976,102.9936,200.5625
53.162,10.4713,7458.1939,-2.3823,5275.621,291.1,251.5076
15.1398,36.0788,8248.4065,-0.5142,10496.6176,203.4117,74.5523
-68.2114,44.0726,8166.433,-16.3595,3192.5383,491.5662,228.6177
28.5539,37.5053,3303.6628,-13.6456,3302.9665,294.6088,23.0256
-11.6754,47.5891,4780.5473,-2.9485,13501.9769,262.5126,-15.0846
-32.5885,41.3182,5317.8483,-0.637,1595.2807,96.1974,54.916
24.9981,29.3224,4443.9107,0.8594,6084.3292,502.9202,95.5906
49.5041,29.3616,-2010.4893,-13.6785,6013.1498,405.5911,246.4594
-45.9397,67.122,5697.1623,-2.4284,13393.2681,212.9904,22.234
11.464,9.7411,6691.9538,-6.9574,7132.2167,288.45,-53.5171
-37.334,47.1734,5435.6896,6.8479,4560.8615,324.9976,199.2099
46.8059,16.9136,6068.2288,0.4081,10655.4958,89.8857,42.4269
-54.1949,55.681,8320.2295,10.1203,4971.385,300.0307,188.8642
-24.6668,31.1092,5021.4143,-1.1335,1028.7277,191.32,88.5372
-103.3518,27.3336,5410.4785,-1.6771,4400.3993,339.4349,228.5024
7.3525,35.5925,3415.6687,1.9407,-1606.1901,308.5971,167.8104
28.6028,47.5338,2504.9234,-14.5228,-5382.95,269.2902,383.7266
-95.9965,41.9298,7894.6795,0.6061,3623.1461,362.1217,254.2201
-93.77,41.6154,3170.2072,-1.0085,4420.7871,314.4541,-11.7834
-45.3265,20.57,10956.4415,-2.8434,11540.4116,465.6308,244.3544
18.0433,51.0258,6344.9939,-0.7801,7804.1349,244.0435,197.3103
19.3375,54.1548,4228.2555,-4.5077,1754.6571,232.4052,108.4903
95.7714,49.0488,2014.3367,-2.99,-1738.1765,81.3284,112.5185
-36.5591,66.3089,7629.3848,2.6469,12276.8451,188.3383,252.8654
103.2208,46.0672,16795.8231,0.904,1000.7307,6.096,167.9239
92.112,47.9741,-2072.5189,6.4866,1112.7952,460.5496,169.7115
1.1781,26.1111,566.8258,-1.5556,10801.3159,252.3968,186.6021
-60.7442,33.0404,10077.4985,1.4283,-2609.3886,15.5888,149.5122
11.7433,40.8586,8252.2493,0.1023,7912.4385,243.0795,242.4324
5.0488,40.1753,6083.487,-7.7066,1736.4691,184.5483,133.8643
25.7734,43.951,2567.4514,6.1095,5193.1435,299.382,303.4311
-71.3489,26.7766,8235.6613,-2.1713,4913.8505,2.2247,247.2618
-16.3391,5.4701,5347.7533,-0.5697,3317.1107,349.7161,79.1696
46.2266,9.6315,6225.9,-0.184,6269.3471,386.8981,197.8805
66.1827,65.5114,-1713.6297,1.4606,8193.547,262.1878,260.8858
47.9741,27.154,12780.9163,4.7092,6015.702,327.2895,99.0945
-70.2179,86.5849,9940.4492,-4.5575,-2374.1718,56.7539,103.0404
73.6588,37.8312,7363.079,6.367,13170.6317,476.1734,78.2477
30.8019,66.9598,3304.6194,6.537,7036.4312,356.0569,140.257
87.0119,45.8133,5987.7802,5.2895,3837.9313,387.7271,203.4894
-18.1371,41.6809,-85.0933,6.8354,10356.8867,102.2905,46.6901
-11.2847,72.8829,-3581.6805,-3.3932,4368.2069,404.4362,132.6643
-58.3282,16.8238,3286.2758,0.661,3637.6605,347.5394,181.1428
-82.1414,22.3077,5572.6171,-4.3635,7457.8267,429.4301,276.7443
48.7592,26.9151,-423.0767,9.055,780.0583,301.8575,70.3347
-34.2311,7.0727,7645.4227,3.1001,6673.1948,459.8397,83.9769
101.3077,25.8265,222.6492,-4.7174,4716.3575,143.8614,168.6883
13.0932,60.257,7681.413,-5.1952,10785.27,269.5161,218.7286
64.4662,31.5225,7478.1169,2.3433,11850.5386,239.2463,241.392
19.5717,42.047,4333.5091,1.9283,3293.2956,68.4484,285.4984
40.6145,54.6893,7104.807,-12.1362,12199.6374,146.5424,221.5311
175.9982,52.9187,2831.9235,-2.9896,12695.356,50.4482,312.2041
24.2018,7.5288,-4452.0374,-2.4778,229.9134,336.0734,317.5408
76.843,32.0312,4773.1126,-2.8096,7040.7739,26.9686,122.3068
49.316,1.8832,5676.9113,7.1126,5324.79,247.2176,18.319
82.0906,45.9109,-675.0923,2.3729,3923.7078,269.135,166.5783
-49.4813,68.7279,10668.25,4.336,1592.6014,279.4964,223.8652
16.0942,44.8074,7313.1966,2.1984,6335.6745,113.9092,331.2865
97.5919,45.4885,-1668.61,5.5375,6650.5332,245.8557,176.3355
-20.6643,35.5001,12272.1556,-4.131,7040.0111,21.6585,9.1628
-14.0196,-11.8602,6682.956,10.8476,7114.1451,19.097,225.5257
76.2253,58.6503,4954.2883,-7.1526,3347.3235,487.0832,156.6301
9.0,50.9608,3627.3032,-5.8014,5477.2065,466.9171,89.7362
-39.6334,55.084,5627.5917,10.7367,14024.3401,338.0465,47.2632
-80.098,27.3613,8613.8434,-5.4698,12814.2806,288.8029,109.3532
-13.2244,55.9795,-1529.435,9.9139,18084.2409,474.09,165.6181
16.4546,36.4655,4017.4081,3.9375,2970.824,47.169,124.8245
60.5321,36.2332,6219.6402,-9.1933,3692.269,268.2938,230.6467
-96.122,24.8946,-3573.3045,14.9852,3530.7568,363.7942,277.2628
53.1003,3.613,7653.8936,-8.5956,6598.0053,157.9787,201.9636
-18.5683,9.8296,-6605.4113,-4.9129,3271.2192,418.0351,77.4199
38.7643,47.8396,6768.5747,1.3477,-3218.0859,112.2519,214.4115
17.5741,44.0547,5652.9192,-7.9529,5865.6498,441.9322,207.0029
-128.3575,43.7055,11570.9877,-13.2841,-2221.9918,394.151,198.2609
-31.4053,46.6099,7773.1928,-2.7916,10948.9183,316.3526,135.9364
21.6051,18.6403,1033.315,-7.9418,-5603.3629,99.0245,97.3211
93.1783,24.5118,10285.5379,-3.0092,7133.2655,337.4079,171.6565
-68.4363,5.3606,3897.4434,-7.7347,11114.32,230.6321,-22.5063
43.8238,16.5745,4115.3663,9.181,10118.5683,206.633,275.5466
-57.1921,56.769,5972.6487,-13.055,7204.5186,194.6136,190.1757
45.9972,30.5122,5993.9492,-1.3014,10504.7855,384.325,11.6395
5.2808,47.4133,7263.6489,2.4913,5909.0951,374.1008,267.1377
-37.1917,35.9478,11736.0185,-8.8321,1523.5322,57.3225,90.6806
-45.8976,36.7032,5996.9346,10.4292,10680.5184,261.5836,172.8151
-88.08,33.7882,3298.0619,14.0297,12108.2822,426.6796,197.7486
100.6956,9.4617,786.1807,-16.2814,7548.8611,301.9282,272.1221
-1.9208,36.6223,-434.9245,-4.8382,5000.0282,14.0209,145.9618
39.4969,54.4732,10526.0549,-11.1472,3015.5275,391.4662,282.1792
-27.7714,22.5898,7668.8208,1.3059,8224.8835,160.7717,44.4077
86.2231,19.1288,8521.1653,3.9722,7167.7526,186.1973,196.0299
-134.4067,30.3042,2021.7372,8.9123,-257.4546,79.4535,285.783
-3.631,7.1965,8125.5761,9.3968,5789.3366,406.7339,282.7087
51.6455,59.3123,6162.1952,9.5119,10576.2828,416.38,196.1015
14.4762,64.0772,6985.4193,9.677,5090.9924,421.8053,163.2357
2.8331,37.6941,14706.6665,0.2406,9390.6967,199.1992,363.1844
175.198,32.9801,5310.6,-6.1183,5384.5086,404.6654,190.4546
-35.7614,28.8472,3187.1425,0.1403,9700.6153,397.7707,279.469
27.6853,32.0335,6942.7618,0.9857,7313.7618,344.3956,131.7592
63.2891,20.8209,5517.3829,7.1306,5513.1992,58.0135,253.2991
62.1741,71.4157,7035.3348,2.4695,181.8522,284.3952,226.7393
-52.6636,26.1421,11742.7316,-10.9854,4364.1833,336.587,230.7161
84.3514,64.2052,10269.1843,0.6868,2241.6371,209.0997,252.229
39.7003,82.3787,7377.1932,10.1019,2394.917,23.3135,109.6263
112.1827,28.826,9395.7486,-25.5653,6052.1128,496.5277,421.5139
106.3321,34.8834,7109.0251,5.3657,822.0711,36.7463,18.6247
107.2229,37.2368,3500.7488,-13.0057,4428.566,317.2305,206.1876
-43.2131,35.9262,-3664.0127,2.6924,1796.9462,68.2883,179.8628
39.8742,44.6653,4621.9184,-1.7128,1637.3929,228.3287,-17.3294
4.7637,49.0003,7843.3787,8.7966,-1462.6724,283.9389,100.859
-64.8224,-1.3069,4023.1686,-10.4043,-2395.0669,342.9614,202.2051
-69.164,24.6747,3822.1232,-2.5381,12331.3292,226.4571,160.1524
-48.8758,-1.7918,715.2938,3.7999,8114.289,265.082,354.452
-42.3066,54.4265,-8008.5585,-6.3269,16742.007,25.3131,229.71
-33.5595,32.2255,4835.2488,5.7243,-957.1315,373.4706,105.5521
77.3079,36.857,4621.1459,-7.8532,8865.9283,68.7917,279.8683
-34.4584,7.8694,2704.0422,-2.1704,195.6686,415.1431,102.4777
34.4502,41.401,5133.2731,-4.1074,6031.6363,259.5661,136.333
5.9034,25.7668,4286.1394,-3.8428,4147.3667,443.1775,9.3846
12.1743,19.901,2495.5161,-2.0643,5569.7259,20.0391,302.357
29.8449,29.931,2887.3117,14.0727,5118.4978,480.6822,230.9238
-117.6943,24.0892,3587.9947,-5.3848,2336.0555,217.6059,146.1874
168.3288,43.5961,3965.7315,6.1901,8160.0938,465.8997,315.1131
8.3997,6.7652,-4144.7242,0.9869,10910.9832,75.7046,157.7918
-57.632,80.27,8714.6236,11.5776,-1596.5643,302.0343,228.2997
23.4768,40.9436,5168.2416,-13.8163,9808.5558,138.7168,268.8181
6.2804,31.7208,4726.4083,-13.41,3595.7773,194.2041,251.8173
-100.4712,22.4211,13352.0256,-4.8334,6785.0189,360.7032,-22.6194
-64.3655,46.7405,7072.1587,-8.3354,1858.4683,141.8067,209.7586
-111.5918,50.0544,5997.8759,-8.7027,9875.1979,181.0041,136.1502
78.9854,47.6217,6161.6582,9.755,4011.7346,483.7383,202.6945
-15.5623,61.2134,876.4051,-1.7099,161.9301,132.8542,240.1676
59.3877,32.9599,7620.7695,-1.5838,2492.9267,251.302,204.0767
-17.9725,62.1337,3283.5749,-6.3374,333.3,282.6082,120.9636
-48.1934,26.3314,-425.0087,-2.0677,9847.3552,474.2184,229.5752
97.5115,61.8871,3533.5194,-0.9364,3487.4883,16.1164,187.8923
-33.361,50.053,5672.564,-2.9071,7697.2941,496.7012,151.5812
77.9165,54.0588,3816.175,8.3362,867.5686,390.4667,205.5817
19.024,15.655,8115.7273,-3.6026,1872.7543,131.2412,277.5618
135.5062,-4.0361,7851.108,15.4252,2364.3011,465.9979,463.5119
-69.6298,-13.5082,-127.4132,-1.174,-2096.4111,45.7009,57.4734
85.8936,6.2891,-5194.179,-2.496,5334.0016,321.3019,299.3236
117.8719,31.331,10471.565,8.9629,-347.4252,426.0334,98.3638
-12.6974,34.3506,1232.7953,-2.2862,7755.5169,252.3798,289.417
86.2502,21.1967,8782.4035,-2.7485,4215.7933,484.2637,170.4059
55.3233,71.0547,-186.6335,0.3673,8086.5747,291.0946,316.2014
3.2743,55.798,2945.123,-0.6262,-1825.2264,87.2628,210.6169
-22.487,49.922,6897.1533,5.4444,-500.796,117.2128,288.4663
-72.9634,48.4478,1060.352,5.4368,4925.0676,70.4092,213.6862
118.6381,29.9847,1243.8749,-0.2264,1981.3971,244.1731,159.4098
-165.028,34.0471,17313.0545,-15.3675,3073.5637,217.2341,307.7529
-22.8041,30.2999,13920.3173,-10.3373,-13147.8788,19.993,227.0806
92.8338,52.7108,10161.5608,-7.1948,1315.4803,98.5273,-3.4569
100.6286,31.8265,4420.3793,-9.4827,11496.0528,166.2552,273.0131
-25.9899,60.341,4129.1296,-2.5556,6675.0892,300.9946,203.6978
-89.7995,43.9286,11380.4277,22.195,4780.908,232.5132,269.5151
-54.7867,37.9616,12266.5791,-1.429,8705.2073,492.5555,313.3931
26.5709,51.5882,2335.3328,1.4431,7123.32,364.7655,254.4177
-18.0784,5.2067,4069.1255,4.0061,13033.3608,239.961,239.8182
-60.4717,36.7482,10021.2718,-9.8706,6376.8117,343.1553,182.2431
-105.2383,51.6466,8520.9552,8.3499,7504.335,227.7211,71.5486
-77.4195,67.1195,7317.2135,-4.024,6297.7507,483.7761,174.7925
125.9626,22.4845,5474.9113,14.0249,394.9642,139.5284,30.366
12.4385,25.52,3504.479,2.3561,10655.1178,187.5992,190.6671
31.3742,23.8315,5344.2931,-0.329,4218.3875,353.5838,326.7286
60.6047,59.376,2157.9662,4.1589,11707.1433,279.358,284.1512
-131.2644,46.9974,9310.9111,3.028,10891.2602,117.5604,161.4369
47.1585,66.5582,8182.1664,-0.3734,5587.9231,201.0365,225.5077
-5.3394,-1.851,4997.5139,11.0545,4557.5495,105.4828,158.6715
66.5224,48.8736,8072.3485,19.377,12269.6197,344.9446,360.1022
-65.0208,-2.3575,5994.6634,9.2867,6262.228,78.48,-18.9328
-11.5525,-4.9206,3266.8838,-2.1575,8752.3811,213.613,193.3494
-128.8089,20.7626,9316.1649,3.176,5657.874,258.037,237.4159
-0.7461,31.8882,6267.1434,-1.0271,2913.7196,387.2084,194.9785
-69.8615,44.5034,6305.5181,6.6856,6311.9956,353.6338,352.4409
22.6072,15.6498,4924.6558,0.4991,14589.7639,318.9607,150.5654
-50.4161,30.5576,8824.9321,-11.329,4926.4715,152.9591,58.8115
-37.471,29.2774,598.3103,-0.4852,250.0927,33.9143,10.3203
67.1709,17.1431,5388.5809,-3.144,5339.5712,465.6755,101.5115
55.0555,18.6596,12252.5507,5.7563,628.0013,204.5643,290.3416
72.3793,18.7353,2920.6557,6.1712,6722.8372,254.0949,153.5752
-96.0063,27.3822,7780.8635,-0.088,3720.532,389.3401,-21.2807
80.7392,57.5461,9278.8831,14.2237,6563.3345,408.5497,307.0675
-6.1771,17.7428,2621.5239,-1.064,-1665.4875,206.4465,178.3984
-27.809,19.212,6430.4837,-3.3154,6395.8811,58.0327,189.0318
27.981,50.2161,-186.4011,4.1819,5339.237,182.3461,147.4189
-21.5109,70.1054,4105.1936,2.0434,4359.2053,27.4667,74.237
-6.9459,39.263,7385.4593,10.6646,7250.5128,117.259,102.2285
54.1967,28.8083,9830.6708,-7.5453,5518.4596,261.3023,139.3973
117.8533,29.8377,10846.8917,4.1392,12217.3755,400.9282,255.925
64.3762,40.6855,4035.356,-7.1324,1216.4396,280.7518,327.8468
-63.2443,38.8269,7367.6579,-8.3865,5745.7422,333.0395,135.2172
-45.2682,-0.6791,5680.4862,-6.0451,10033.2259,253.4775,341.0856
20.638,44.9088,-1399.9834,-8.0306,12395.9477,348.7345,318.7229
21.7847,24.0029,4212.0138,0.6419,7017.441,451.4999,234.4475
-90.5636,43.6751,675.3311,-1.4638,9403.2251,266.6295,129.7524
-56.0348,95.7687,5506.9039,-16.0892,6491.0596,80.6469,182.8681
36.7699,54.9951,6962.269,11.4114,1911.8856,259.882,154.0553
22.7075,-9.2542,4477.8186,-3.7775,13410.1984,110.5983,167.1084
49.8954,18.3671,1494.2818,-6.3909,9217.799,200.2,25.1626
49.9327,57.0863,3639.503,-2.2639,6482.8491,269.1634,27.2069
-15.3999,4.718,13135.912,-2.7848,4974.6872,482.5476,232.4275
51.5173,34.9792,-6094.0432,8.2294,-913.9166,78.6961,174.5223
2.4679,-12.8076,2420.625,-6.671,8027.0153,70.83,188.6227
43.6208,57.305,7119.7354,6.9432,6703.5601,84.9795,289.0191
-82.5217,36.2479,12413.9434,0.0472,3119.0426,380.9031,185.6257
-79.0211,39.1583,4715.5606,0.572,5353.6139,463.5572,307.5472
23.3288,46.0048,4373.9632,-7.6788,876.098,225.244,183.9304
-55.9672,54.2477,-1113.6835,-0.0684,-7422.1965,102.7178,378.9767
29.6341,37.3015,8232.1434,-3.5549,13102.1342,329.2978,152.7768
94.8053,67.718,12239.6007,7.7736,4517.7604,101.9197,317.2378
22.5461,9.6457,9474.785,-6.6,10809.0608,109.6937,139.4556
-25.4987,26.8233,10569.4291,-6.2266,-2483.0919,253.0371,388.6057
-70.5467,20.781,3498.505,10.2083,4207.3512,128.886,198.646
23.3639,31.4935,8113.8377,-3.2191,6340.9562,371.17,107.803
101.1712,39.234,10619.9242,0.3604,50.1095,383.4575,161.2488
112.9954,13.0991,4899.5115,-0.1509,8511.2173,476.5704,110.3175
36.8214,40.7899,2197.8505,-5.441,15373.7872,292.9577,192.8027
-65.1601,64.0712,3411.9725,-3.8072,8114.2031,134.2134,405.27
70.3942,39.8634,5979.6902,3.7439,1024.4711,159.1059,217.6971
6.2647,-21.7059,6563.517,2.081,4222.0705,327.0902,29.8868
-64.1351,6.8044,7282.0525,2.9673,8601.9871,368.7627,235.8118
-38.6081,39.8859,6942.3509,8.8172,2739.9281,424.8291,329.9547
48.6235,16.6186,6939.9681,2.8174,3212.2747,370.8802,33.3681
100.9148,46.3413,93.6227,-7.0884,8867.2707,111.1725,77.8903
39.2188,26.9577,6513.635,-13.7912,4489.7259,95.2152,314.3322
-51.9655,38.0423,5481.3396,1.648,3928.6807,265.7571,144.2832
150.9034,43.71,2014.6828,-2.1131,2939.4119,402.8355,203.5659
9.3342,35.3267,3971.7991,2.3812,9574.0144,134.9617,216.0422
-10.6899,32.0279,6586.4325,-0.3466,9842.8702,348.4328,-24.274
-0.7288,13.8737,444.113,2.3067,9823.9542,173.8801,260.7753
45.437,17.2265,10325.5144,-0.7385,-3962.1258,204.9001,287.5676
-175.8871,41.4709,2565.8084,9.1277,4637.4427,431.3477,221.7914
4.5017,77.9366,14698.572,5.7527,3131.2898,129.3018,181.5402
78.9558,36.7917,5779.3733,2.3171,16274.7335,241.9334,250.2535
-48.7751,26.0422,7485.0164,-6.2207,7662.0823,437.7103,81.9912
41.3012,60.7329,7049.8516,-2.1293,8332.3704,499.5904,493.3542
44.7162,32.5978,2218.3738,-8.768,16729.9732,49.4884,164.5294
-88.6463,38.7907,9246.1802,-3.9032,5871.036,272.9849,235.4565
-39.6799,25.9326,5640.2436,-0.6209,6935.0506,246.3789,369.8397
94.6042,31.857,2236.8848,10.8134,4391.951,178.7232,179.3791
107.7993,54.5984,6305.965,-8.3519,10936.1204,0.3846,177.4096
-4.5088,40.6332,7635.8649,3.3248,3259.4829,477.7859,205.6991
-29.2647,43.9176,13476.2422,2.2999,3821.5088,94.3045,265.7354
73.8127,46.9028,3163.5964,5.5334,1621.6263,159.3561,113.6757
-16.6931,53.4586,11797.7284,-0.2301,-2326.2797,444.3009,159.2566
11.7937,13.819,4268.033,-7.5044,10057.3489,280.9987,131.8888
-44.7467,62.6002,2917.0504,-5.3234,5067.8158,67.769,285.9077
14.787,39.8296,4425.5921,9.2594,7822.3026,408.7802,339.3338
28.1639,66.6199,10425.6465,-6.0284,789.5875,375.6439,95.2054
69.2282,56.1323,6753.4466,-5.9442,-85.8739,68.1619,118.7657
-5.0048,45.2277,5613.9848,-1.5033,9808.3978,279.0658,214.7698
93.5058,38.7654,1657.6534,8.2832,7360.8997,213.5117,122.4716
41.5088,24.5015,5362.951,-1.7515,10045.6607,322.9285,167.0276
-2.0276,33.8405,11942.6262,-1.1869,8970.7132,379.26,84.9985
-35.4161,18.9414,6183.4599,4.1973,2057.0824,423.2484,-76.9671
8.5217,33.699,10085.2161,-2.6193,4278.818,225.6833,94.9236
45.8402,42.887,-865.2808,4.194,2651.9248,131.5352,86.282
28.0186,62.55,733.461,3.4937,13606.7437,335.4029,321.0259
-66.8594,37.9048,4760.3275,14.694,9126.7744,174.7102,135.834
-120.4738,57.1284,7118.2013,7.1691,4762.3552,215.7711,137.5178
19.3404,43.1536,6836.6118,6.9974,-2052.0961,375.9741,148.1567
63.0937,23.2875,3852.7188,-4.926,13502.5684,257.4466,400.4283
-57.2559,9.0468,806.6995,2.7494,10663.9374,102.5468,239.5258
56.7331,49.3693,5560.3878,8.0086,11913.7568,65.004,194.091
34.3792,12.8012,-1079.9466,-5.0509,11202.2782,96.6835,300.238
146.5554,75.4503,6737.3626,-1.0536,10695.2869,252.0967,242.8986
-5.5427,42.3139,6485.5926,11.0308,5163.8121,416.8447,191.9111
1.1207,40.1528,9929.2774,-12.1546,9956.8483,319.3681,419.1559
68.4801,7.8878,3639.1022,-5.5741,7341.0362,70.0377,241.5938
-18.3694,25.2064,-2141.4953,4.5783,5802.1726,400.2054,221.9141
-8.8187,26.934,1742.4018,-7.9145,-2204.3309,381.6617,345.4538
-3.875,45.6864,3783.4465,1.6766,4486.7863,260.6811,112.669
14.93,31.8578,2186.2228,0.8035,5818.6195,188.9393,128.8652
104.4816,19.3601,10601.5113,0.2875,6764.8576,99.3009,176.8473
